客户ID,姓名,性别,出生日期,年龄,年龄段,婚姻状况,家庭结构,子女数量,是否有老人,教育程度,职业类别,职业,年收入,收入段,所在省份,所在城市等级,所在区域,获客渠道,获客日期,持有保单数,总年缴保费,客户价值等级,风险等级,互动频次,活跃度等级,互动评分,续保倾向评分,增购倾向评分,投诉次数,理赔次数总计
CUST00000114,杨颖敏,女,1956-10-09,69,老年,已婚,空巢,4,0,本科,1,教师,40304.91,<5万,河北,三线,华北,企业合作,2022-02-19,3,10060.6,高净值,中风险,7,活跃,64.82,0.7739,0.7791,2,0
CUST00000115,崔刚志,男,1997-09-28,28,青壮,已婚,二人世界,0,1,本科,1,医生,59766.09,5-10万,重庆,新一线,西南,自然流量,2023-04-02,3,3137.51,核心,低风险,6,沉睡,18.39,0.5912,0.916,0,0
CUST00000116,马莉欢,女,1959-08-22,66,老年,已婚,独居老人,1,0,硕士,1,公务员,161165.65,10-20万,江苏,三线,华东,转介绍,2021-09-18,2,2360.06,核心,中高风险,7,沉睡,29.62,0.5751,0.9027,0,2
CUST00000117,卢洁丹,女,1995-03-09,31,青壮,已婚,三口之家,1,1,本科,1,金融从业,35844.73,<5万,天津,二线,华北,转介绍,2024-11-05,1,2119.28,大众,中低风险,6,一般,49.19,0.6158,0.652,0,0
CUST00000118,史欢,女,1974-02-17,52,中年,丧偶,二人世界,1,0,高中及以下,2,农民,21397.12,<5万,黑龙江,二线,东北,活动获客,2018-06-07,1,853.63,低价值,中风险,9,一般,52.51,0.5334,0.6882,0,2
CUST00000119,崔勇,男,1996-01-28,30,青壮,已婚,二人世界,0,0,硕士,1,医生,277474.87,20-50万,江苏,三线,华东,代理人拓展,2022-05-20,1,1033.09,核心,中低风险,24,高度活跃,86.31,0.748,0.8938,0,0
CUST00000120,钟怡,女,1977-09-08,48,中年,已婚,二人世界,0,0,大专,2,个体经营,131181.7,10-20万,河北,新一线,华北,广告投放,2025-11-24,1,2430.5,核心,中风险,4,活跃,75.14,0.7364,0.8545,0,0
CUST00000121,于莉雪,女,1983-01-28,43,中青,已婚,二人世界,0,1,本科,2,农民,11275.87,<5万,四川,二线,西南,代理人拓展,2026-05-20,6,13948.23,核心,中风险,7,一般,47.53,0.7008,0.8308,0,4
CUST00000122,谭月,女,1979-04-16,47,中年,已婚,四口之家,2,1,硕士,2,农民,30231.41,<5万,贵州,四线及以下,西南,转介绍,2022-05-30,1,454.26,低价值,中风险,0,流失,7.11,0.3031,0.846,0,0
CUST00000123,龙鹏,男,1991-08-16,34,青壮,已婚,三代同堂,3,0,大专,1,金融从业,25767.65,<5万,安徽,一线,华东,自然流量,2022-01-03,1,2077.04,大众,中低风险,7,沉睡,14.54,0.4162,0.7596,1,1
CUST00000124,常昊恒,男,1986-09-04,39,中青,未婚,三代同堂,1,0,高中及以下,1,教师,18466.08,<5万,江苏,二线,华东,自然流量,2020-09-04,3,6389.639999999999,大众,中低风险,5,活跃,61.26,0.6872,0.7443,0,0
CUST00000125,冯强博,男,1980-10-31,45,中青,已婚,四口之家,2,0,高中及以下,0,学生,1996.33,<5万,内蒙古,四线及以下,华北,转介绍,2024-07-10,5,12296.14,大众,低风险,5,一般,48.62,0.6059,0.7949,0,0
CUST00000126,许慧艺,女,1993-07-16,32,青壮,已婚,单身,0,0,大专,1,IT技术,32367.61,<5万,广西,三线,华南,转介绍,2021-06-15,1,1706.19,大众,低风险,8,活跃,70.14,0.605,0.6919,0,0
CUST00000127,郝林,男,1985-08-19,40,中青,未婚,二人世界,0,0,本科,1,IT技术,26920.43,<5万,广东,二线,华南,自然流量,2018-06-02,0,0.0,低价值,中低风险,4,沉睡,10.15,0.6113,0.7673,0,0
CUST00000128,廖晨恒,男,1988-07-10,37,中青,已婚,三代同堂,2,0,本科,1,IT技术,81169.75,5-10万,山东,新一线,华东,转介绍,2022-06-18,5,14331.0,高净值,中低风险,5,一般,45.03,0.6767,0.9117,0,3
CUST00000129,魏景,男,1957-03-08,69,老年,未婚,二人世界,2,0,高中及以下,1,公务员,11517.12,<5万,辽宁,二线,东北,转介绍,2025-08-28,3,1866.8000000000002,低价值,中风险,3,一般,30.46,0.7529,0.719,0,1
CUST00000130,张丹,女,1959-04-29,67,老年,离异,单身,2,0,大专,0,学生,26967.08,<5万,黑龙江,四线及以下,东北,自然流量,2025-11-21,1,1141.52,大众,低风险,7,沉睡,22.48,0.5555,0.7273,0,1
CUST00000131,蒋信,男,1982-01-31,44,中青,已婚,三口之家,1,0,大专,0,退休,26645.21,<5万,新疆,三线,西北,转介绍,2025-10-26,2,4290.43,大众,低风险,2,流失,4.27,0.3449,0.8998,0,1
CUST00000132,邱若莉,女,1995-08-03,30,青壮,已婚,三口之家,1,0,高中及以下,1,企业职员,102800.08,10-20万,湖南,二线,华中,企业合作,2025-09-06,4,11589.8,高净值,中低风险,4,沉睡,20.65,0.5462,0.8487,0,2
CUST00000133,熊欢欣,女,1999-06-29,26,青壮,已婚,二人世界,0,0,高中及以下,2,农民,173669.76,10-20万,吉林,一线,东北,转介绍,2020-11-21,3,10472.34,高净值,中低风险,7,活跃,70.07,0.6821,0.8248,0,1
CUST00000134,龙皓宇,男,1988-04-23,38,中青,已婚,三口之家,1,1,大专,1,教师,158737.89,10-20万,浙江,一线,华东,活动获客,2025-01-23,1,4051.73,高净值,中低风险,9,一般,43.38,0.6181,0.8431,0,1
CUST00000135,曹秀英,女,1977-07-29,48,中年,未婚,三代同堂,2,1,硕士,2,农民,35727.94,<5万,西藏,四线及以下,西南,广告投放,2018-02-22,3,4818.3,核心,中风险,2,一般,40.22,0.6596,0.8771,0,2
CUST00000136,郝志波,男,1985-12-11,40,中青,已婚,三代同堂,3,1,大专,0,学生,204280.1,20-50万,四川,二线,西南,转介绍,2025-07-28,2,4278.21,高净值,低风险,13,活跃,68.55,0.6107,0.8953,0,1
CUST00000137,崔艺,女,1989-08-09,36,中青,已婚,三口之家,1,0,大专,2,个体经营,12012.24,<5万,重庆,三线,西南,自然流量,2022-10-21,2,1394.19,低价值,中风险,4,一般,46.94,0.6038,0.7559,0,0
CUST00000138,袁雨芬,女,2019-09-20,6,少儿,未婚,单身,0,0,本科,1,金融从业,40347.94,<5万,河北,一线,华北,转介绍,2021-08-21,2,1667.9499999999998,大众,中低风险,8,沉睡,18.77,0.5324,0.8074,0,0
CUST00000139,李艳玲,女,1991-05-12,35,青壮,已婚,二人世界,0,1,大专,0,退休,33595.85,<5万,内蒙古,三线,华北,广告投放,2024-07-20,2,3565.56,大众,低风险,7,沉睡,27.89,0.5487,0.8606,0,0
CUST00000140,金信军,男,1968-12-13,57,中老,已婚,二人世界,2,0,博士,2,农民,290055.24,20-50万,辽宁,四线及以下,东北,转介绍,2018-01-01,4,5957.15,高净值,中高风险,5,一般,48.78,0.5976,0.9279,0,2
CUST00000141,钟敏,女,1986-05-02,40,中青,已婚,三口之家,1,1,硕士,2,服务业,54565.27,5-10万,安徽,三线,华东,自然流量,2018-06-16,3,6654.48,核心,中低风险,4,一般,39.97,0.6138,0.8584,0,1
CUST00000142,董丽梅,女,1994-01-29,32,青壮,未婚,三代同堂,2,0,高中及以下,1,教师,41079.6,<5万,江西,新一线,华东,自然流量,2024-06-22,1,431.83,低价值,低风险,5,活跃,56.82,0.6743,0.7676,0,1
CUST00000143,赖萱诗,女,1989-08-31,36,中青,已婚,三口之家,1,0,大专,1,教师,12983.95,<5万,云南,三线,西南,企业合作,2020-08-22,1,4765.69,大众,中低风险,5,活跃,58.78,0.677,0.7064,0,0
CUST00000144,龚萍丽,女,1957-10-05,68,老年,丧偶,空巢,0,0,大专,1,IT技术,69075.6,5-10万,新疆,三线,西北,转介绍,2026-01-24,3,2288.7,核心,中低风险,7,沉睡,15.14,0.4844,0.8716,0,0
CUST00000145,梁浩,男,1988-09-19,37,中青,已婚,二人世界,0,0,高中及以下,2,服务业,70010.31,5-10万,广东,二线,华南,广告投放,2023-03-01,0,0.0,低价值,中低风险,3,沉睡,19.94,0.4672,0.7805,0,0
CUST00000146,于华,男,1963-10-12,62,中老,已婚,二人世界,1,1,高中及以下,1,医生,31206.44,<5万,青海,四线及以下,西北,广告投放,2018-09-30,0,0.0,低价值,中风险,7,沉睡,25.28,0.4438,0.6695,0,0
CUST00000147,周瑞翔,男,1970-06-02,56,中老,已婚,二人世界,1,1,本科,1,IT技术,26980.52,<5万,重庆,三线,西南,企业合作,2022-08-20,0,0.0,低价值,中风险,7,一般,40.6,0.63,0.7103,0,0
CUST00000148,崔彤,女,1972-11-06,53,中年,已婚,空巢,0,1,大专,1,IT技术,15516.19,<5万,上海,四线及以下,华东,广告投放,2024-08-17,2,2884.33,大众,低风险,6,沉睡,18.29,0.5051,0.6748,0,1
CUST00000149,陆云志,男,1975-12-12,50,中年,已婚,二人世界,1,1,高中及以下,1,IT技术,10171.18,<5万,湖南,三线,华中,广告投放,2020-06-18,1,1616.46,低价值,低风险,5,沉睡,14.76,0.5157,0.6551,0,0
CUST00000150,王睿楷,男,1974-11-26,51,中年,已婚,二人世界,1,1,高中及以下,2,农民,49525.82,<5万,吉林,新一线,东北,代理人拓展,2024-02-27,5,15472.65,高净值,中低风险,5,一般,43.99,0.7369,0.9133,0,2
CUST00000151,谭霞欣,女,1975-03-21,51,中年,已婚,空巢,0,0,硕士,2,个体经营,42158.01,<5万,黑龙江,二线,东北,活动获客,2023-12-28,1,1265.49,大众,中风险,7,一般,34.72,0.6206,0.8183,0,6
CUST00000152,黄莉丹,女,1997-09-17,28,青壮,已婚,三代同堂,2,0,高中及以下,0,退休,20482.93,<5万,黑龙江,新一线,东北,自然流量,2024-06-11,4,10294.099999999999,核心,低风险,6,活跃,68.2,0.7987,0.8105,0,0
CUST00000153,孔楷恒,男,1981-10-26,44,中青,已婚,四口之家,2,0,高中及以下,1,企业职员,13352.3,<5万,河北,四线及以下,华北,自然流量,2021-05-04,2,4410.0599999999995,大众,低风险,4,沉睡,11.5,0.5089,0.8455,0,1
CUST00000154,王月,女,1989-01-07,37,中青,未婚,二人世界,0,1,大专,2,自由职业,25295.88,<5万,甘肃,三线,西北,企业合作,2018-12-26,3,4927.610000000001,大众,中风险,11,活跃,78.88,0.6607,0.8653,0,3
CUST00000155,徐哲皓,男,1997-05-11,29,青壮,已婚,二人世界,0,1,博士,2,服务业,57519.96,5-10万,海南,三线,华南,企业合作,2024-06-12,1,1382.49,大众,中低风险,5,沉睡,18.77,0.3867,0.8521,0,3
CUST00000156,宋婷,女,2022-04-30,4,少儿,未婚,单身,0,0,高中及以下,1,教师,49795.78,<5万,广西,二线,华南,广告投放,2023-08-02,2,5635.53,核心,低风险,8,一般,53.38,0.6578,0.7729,0,3
CUST00000157,龚峰林,男,1988-01-24,38,中青,已婚,三口之家,1,1,本科,1,公务员,82264.73,5-10万,广西,新一线,华南,广告投放,2024-07-08,0,0.0,低价值,中低风险,19,高度活跃,81.25,0.845,0.772,0,0
CUST00000158,尹秀英雪,女,1998-11-17,27,青壮,未婚,单身,0,0,本科,2,服务业,34255.96,<5万,贵州,三线,西南,活动获客,2018-11-30,3,3778.2700000000004,大众,中风险,5,沉睡,27.1,0.5086,0.7837,0,3
CUST00000159,雷若玲,女,1983-06-07,42,中青,已婚,单身,0,0,高中及以下,1,医生,40834.53,<5万,河南,二线,华中,转介绍,2025-01-08,3,11719.119999999999,高净值,低风险,9,活跃,61.46,0.8088,0.8921,0,0
CUST00000160,熊艺,女,1988-09-12,37,中青,未婚,二人世界,0,0,本科,2,个体经营,38882.34,<5万,河北,新一线,华北,活动获客,2020-01-01,3,6631.5599999999995,核心,中低风险,5,沉睡,25.05,0.4537,0.8858,0,3
CUST00000161,常强,男,1959-12-16,66,老年,丧偶,独居老人,0,1,大专,1,金融从业,38349.67,<5万,广东,三线,华南,自然流量,2026-02-19,2,1061.4099999999999,大众,中风险,7,一般,42.4,0.6309,0.7033,0,3
CUST00000162,薛婷文,女,1952-02-24,74,老年,未婚,二人世界,4,0,本科,2,农民,119755.62,10-20万,辽宁,一线,东北,代理人拓展,2025-09-14,2,9800.93,高净值,中高风险,6,一般,50.54,0.5107,0.8756,0,0
CUST00000163,陈磊刚,男,2005-03-29,21,青年,未婚,单身,0,0,本科,0,学生,20907.58,<5万,内蒙古,二线,华北,活动获客,2022-02-06,0,0.0,低价值,低风险,3,活跃,59.77,0.6185,0.8029,0,0
CUST00000164,林强辰,男,1980-04-14,46,中年,已婚,三代同堂,1,0,大专,2,农民,102177.49,10-20万,江苏,二线,华东,活动获客,2021-11-18,0,0.0,低价值,中低风险,0,流失,8.65,0.303,0.7634,0,0
CUST00000165,彭娜婷,女,1982-05-09,44,中青,已婚,二人世界,0,1,高中及以下,3,工人,25198.38,<5万,山西,新一线,华北,转介绍,2022-10-10,1,2115.16,大众,中高风险,9,沉睡,21.5,0.5542,0.6681,0,2
CUST00000166,方鹏,男,1974-07-10,51,中年,丧偶,二人世界,0,1,本科,2,自由职业,31890.7,<5万,西藏,四线及以下,西南,自然流量,2025-10-03,3,7284.95,核心,中风险,0,流失,9.31,0.5968,0.8552,0,3
CUST00000167,贺琪玲,女,1985-05-29,41,中青,已婚,二人世界,0,0,大专,2,自由职业,149482.34,10-20万,青海,新一线,西北,转介绍,2022-05-20,1,647.57,大众,中风险,7,一般,35.96,0.4438,0.7998,0,0
CUST00000168,杨丽秀英,女,1978-07-26,47,中年,已婚,单身,0,1,高中及以下,1,金融从业,89278.18,5-10万,甘肃,新一线,西北,活动获客,2021-11-04,2,3587.0299999999997,核心,低风险,29,高度活跃,88.92,0.7398,0.9006,0,1
CUST00000169,谢勇鹏,男,1991-11-02,34,青壮,已婚,三口之家,1,0,高中及以下,1,IT技术,47837.83,<5万,河北,新一线,华北,活动获客,2018-01-21,2,2790.86,大众,中低风险,6,活跃,74.5,0.8314,0.7798,0,0
CUST00000170,朱婷,女,1983-10-22,42,中青,已婚,单身,0,1,本科,1,企业职员,32518.87,<5万,黑龙江,三线,东北,转介绍,2023-05-28,4,10145.4,核心,中低风险,7,一般,35.17,0.7765,0.8842,0,0
CUST00000171,叶恒信,男,1969-06-24,56,中老,未婚,二人世界,0,1,本科,1,医生,116222.1,10-20万,新疆,二线,西北,广告投放,2020-05-28,3,3891.19,高净值,中风险,4,沉睡,18.19,0.5976,0.8854,0,0
CUST00000172,杜晓莉,女,1980-08-22,45,中青,已婚,三代同堂,3,0,高中及以下,3,工人,40327.38,<5万,青海,三线,西北,企业合作,2018-06-26,2,7080.72,核心,中高风险,25,高度活跃,82.86,0.7713,0.8181,0,0
CUST00000173,潘宁毅,男,1975-04-14,51,中年,离异,空巢,0,0,大专,1,企业职员,59421.55,5-10万,宁夏,一线,西北,自然流量,2021-10-18,5,9047.46,高净值,低风险,16,高度活跃,82.0,0.7843,0.9072,0,1
CUST00000174,许婷婷,女,2003-06-12,22,青年,未婚,单身,0,0,高中及以下,3,工人,37068.97,<5万,青海,一线,西北,广告投放,2023-09-01,2,2414.11,大众,中高风险,6,一般,31.0,0.5912,0.7834,0,0
CUST00000175,潘宇铭,男,1992-03-29,34,青壮,已婚,二人世界,0,0,本科,2,服务业,14035.59,<5万,天津,二线,华北,活动获客,2025-11-24,0,0.0,低价值,中低风险,2,沉睡,17.02,0.4246,0.6202,0,0
CUST00000176,尹宇,男,1991-11-07,34,青壮,已婚,三口之家,1,0,高中及以下,0,退休,28010.14,<5万,云南,三线,西南,广告投放,2026-03-27,0,0.0,低价值,低风险,7,一般,36.54,0.6443,0.6842,0,0
CUST00000177,蔡轩文,男,1998-10-10,27,青壮,未婚,单身,0,0,本科,1,IT技术,28253.27,<5万,辽宁,四线及以下,东北,活动获客,2025-02-08,1,2421.55,大众,低风险,1,沉睡,13.3,0.4525,0.7075,0,0
CUST00000178,康颖,女,2019-02-27,7,少儿,未婚,单身,0,0,大专,3,工人,202927.02,20-50万,湖南,一线,华中,广告投放,2024-04-16,1,975.79,核心,中高风险,4,沉睡,28.42,0.4875,0.864,1,1
CUST00000179,徐艳雪,女,1976-10-19,49,中年,已婚,三口之家,1,1,硕士,2,个体经营,115474.35,10-20万,辽宁,二线,东北,代理人拓展,2019-10-23,1,1474.34,核心,中风险,2,流失,6.73,0.5674,0.7688,0,0
CUST00000180,严梦,女,1977-10-16,48,中年,已婚,二人世界,0,0,高中及以下,2,服务业,45706.13,<5万,天津,四线及以下,华北,自然流量,2026-03-19,1,6443.49,核心,中低风险,5,沉睡,17.22,0.4693,0.8086,0,0
CUST00000181,赵芬琴,女,1987-06-12,38,中青,已婚,三代同堂,1,0,大专,0,退休,31235.99,<5万,四川,二线,西南,广告投放,2021-04-14,3,3022.52,大众,低风险,4,沉睡,27.03,0.5512,0.8772,1,2
CUST00000182,戴琴,女,1992-07-04,33,青壮,已婚,二人世界,0,0,高中及以下,1,金融从业,55781.9,5-10万,黑龙江,三线,东北,自然流量,2018-05-06,1,3306.55,核心,中低风险,10,活跃,61.58,0.741,0.7849,1,0
CUST00000183,沈慧,女,2025-12-30,0,少儿,未婚,单身,0,0,硕士,1,公务员,80626.92,5-10万,湖南,新一线,华中,自然流量,2021-06-23,4,4136.18,核心,低风险,8,一般,42.39,0.7215,0.9205,0,4
CUST00000184,姚信杰,男,1972-09-28,53,中年,已婚,三口之家,2,0,硕士,2,服务业,77391.73,5-10万,广西,四线及以下,华南,转介绍,2019-09-03,3,4911.85,核心,中风险,4,一般,30.56,0.6812,0.8786,0,2
CUST00000185,唐婉霞,女,1988-08-08,37,中青,已婚,二人世界,0,0,高中及以下,2,服务业,9057.68,<5万,安徽,三线,华东,自然流量,2021-07-18,0,0.0,低价值,中低风险,8,沉睡,26.0,0.3484,0.7293,0,0
CUST00000186,唐莉,女,1975-05-28,51,中年,已婚,二人世界,2,1,本科,2,农民,35293.27,<5万,甘肃,四线及以下,西北,代理人拓展,2020-10-06,1,1144.08,大众,中风险,9,活跃,78.3,0.791,0.6913,0,0
CUST00000187,姜瀚轩,男,2024-09-17,1,少儿,未婚,单身,0,0,本科,2,自由职业,10446.72,<5万,吉林,三线,东北,代理人拓展,2023-09-23,1,762.47,低价值,中低风险,14,沉睡,22.24,0.5312,0.7372,0,3
CUST00000188,余博翔,男,1987-07-05,38,中青,未婚,四口之家,2,0,本科,1,教师,49662.42,<5万,山东,二线,华东,转介绍,2022-10-24,5,12698.57,高净值,低风险,0,流失,4.2,0.5505,0.897,0,4
CUST00000189,魏丹丹,女,1974-04-24,52,中年,已婚,二人世界,1,0,大专,1,教师,34633.67,<5万,河南,四线及以下,华中,活动获客,2023-05-19,2,4760.73,核心,低风险,7,活跃,60.09,0.7852,0.8571,0,1
CUST00000190,谭林,男,1984-09-02,41,中青,已婚,单身,0,1,高中及以下,2,服务业,32430.7,<5万,海南,新一线,华南,广告投放,2019-07-02,3,16323.84,高净值,中风险,6,一般,31.93,0.724,0.8623,0,2
CUST00000191,万艺,女,1995-05-11,31,青壮,未婚,三口之家,1,0,高中及以下,1,企业职员,17220.71,<5万,重庆,二线,西南,企业合作,2021-04-06,2,7991.3099999999995,核心,中低风险,5,沉睡,28.39,0.5127,0.7825,0,0
CUST00000192,蒋峰,男,1966-01-13,60,中老,已婚,二人世界,1,1,硕士,2,自由职业,113672.08,10-20万,海南,三线,华南,广告投放,2024-10-18,1,1260.52,核心,高风险,10,沉睡,24.69,0.622,0.7531,0,0
CUST00000193,廖军,男,1996-08-06,29,青壮,已婚,三口之家,1,0,硕士,1,金融从业,58475.68,5-10万,西藏,三线,西南,自然流量,2020-11-19,3,3244.89,核心,中低风险,5,一般,42.01,0.6113,0.872,1,3
CUST00000194,蒋燕,女,1956-06-16,69,老年,已婚,空巢,1,0,本科,2,服务业,21250.88,<5万,黑龙江,四线及以下,东北,活动获客,2025-10-12,2,2886.4700000000003,大众,中高风险,4,活跃,57.34,0.5744,0.8019,0,1
CUST00000195,杜辉,男,1973-09-15,52,中年,已婚,三代同堂,2,0,大专,1,教师,68129.97,5-10万,福建,新一线,华东,活动获客,2022-06-09,4,7119.700000000001,高净值,中低风险,6,活跃,63.42,0.7371,0.8421,0,3
CUST00000196,董文,男,1941-09-25,84,老年,未婚,空巢,1,0,大专,2,自由职业,225590.01,20-50万,江苏,三线,华东,广告投放,2024-08-01,2,3766.24,高净值,高风险,6,一般,47.62,0.5293,0.8566,0,0
CUST00000197,侯月敏,女,1978-03-03,48,中年,已婚,二人世界,0,0,本科,2,服务业,93974.34,5-10万,湖南,三线,华中,代理人拓展,2022-12-28,4,4522.52,高净值,中风险,2,活跃,65.72,0.7713,0.862,0,3
CUST00000198,严凤,女,1986-08-07,39,中青,已婚,三代同堂,1,0,硕士,1,金融从业,364781.32,20-50万,河南,一线,华中,代理人拓展,2021-06-25,4,5064.36,高净值,中低风险,8,沉睡,21.13,0.5241,0.9334,0,0
CUST00000199,朱信文,男,1973-10-10,52,中年,已婚,三口之家,1,0,硕士,2,个体经营,121825.81,10-20万,广西,二线,华南,广告投放,2022-09-16,1,1774.27,核心,中风险,1,流失,3.35,0.3919,0.7901,0,1
CUST00000200,陈昊林,男,1989-06-24,36,中青,未婚,三代同堂,1,1,本科,1,金融从业,87457.13,5-10万,内蒙古,新一线,华北,广告投放,2018-09-10,3,8075.9800000000005,高净值,中低风险,8,活跃,77.97,0.7188,0.8739,0,0
CUST00000201,周玲,女,2001-10-23,24,青年,未婚,单身,0,0,本科,2,服务业,11189.63,<5万,山西,二线,华北,代理人拓展,2025-10-03,1,2413.64,大众,中风险,4,一般,31.28,0.5942,0.7296,0,0
CUST00000202,熊芬,女,1997-05-17,29,青壮,已婚,三代同堂,3,1,高中及以下,0,学生,11167.25,<5万,河南,四线及以下,华中,转介绍,2025-07-31,0,0.0,低价值,低风险,6,活跃,61.15,0.613,0.6918,0,0
CUST00000203,邹云,女,1995-11-28,30,青壮,未婚,四口之家,2,1,高中及以下,2,自由职业,17963.5,<5万,西藏,三线,西南,转介绍,2022-04-09,2,6974.37,大众,中低风险,5,沉睡,11.63,0.484,0.7927,0,0
CUST00000204,万博博,男,1993-08-24,32,青壮,已婚,单身,0,1,硕士,1,金融从业,16921.93,<5万,湖北,三线,华中,自然流量,2020-01-07,1,966.79,低价值,中低风险,5,一般,42.21,0.4535,0.7657,0,0
CUST00000205,范强瑞,男,1982-08-22,43,中青,已婚,三代同堂,3,0,本科,2,自由职业,13315.2,<5万,甘肃,四线及以下,西北,企业合作,2023-08-09,2,3290.2799999999997,大众,中风险,10,沉睡,21.58,0.5519,0.7971,1,0
